supabase_id,EMAIL,SMS,TEL,PRENOM,NOM,COMPANY,ADDRESS,WEBSITE_URL,FACEBOOK_URL,INSTAGRAM_URL,AVERAGE_RATE,NUMBER_OF_RATE,CITY_ID,JOB_TITLE,CATEGORIE,PROPRIETAIRE,CANAL_PRINCIPAL,COMMENTAIRE
12180,gchassot@gc-ifs.com,,+33384860388,,GC Immo MMO Franco Suisse,GC Immo MMO Franco Suisse,,https://www.gc-immofrancosuisse.com/,https://www.facebook.com/search/top?q=gc-immo%20franco%20suisse,https://www.instagram.com/,1.0,1,15375,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12181,contact@neuf-immo.fr,+33634030782,,,Neuf immo,Neuf immo,"1 Rue Paul Courty, 66000 Perpignan",https://neuf-immo.fr/,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fneuf-immo.fr%2Fprogramme%2Fbelle-maison-de-vacances-avec-piscine&quote=BELLE+MAISON+DE+VACANCES+AVEC+PISCINE%0ASaint-Cyprien%2C+Pyr%C3%A9n%C3%A9es-Orientales+%2866%29%0A%C3%80+partir+de+159+500+%E2%82%AC%0A28+m%C2%B2+%C2%B7+1+pi%C3%A8ce+%C2%B7+Maison,,4.5,17,26965,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12184,contact@ll-prestigeimmobilier.com,,+33468215918,,"LL Prestige Immobilier - Investissement Immobilier, Défiscalisation & Rendement en France, Bali, Maurice","LL Prestige Immobilier - Investissement Immobilier, Défiscalisation & Rendement en France, Bali, Maurice","3 Rue Louis de Bonnefoy, Serrat d'en Vaquer N, 66000 Perpignan",http://www.ll-prestigeimmobilier.com/,https://www.facebook.com/sharer.php?u=https://ll-prestigeimmobilier.com/biens/residence-a-ax-les-thermes-09/&#038;t=R%C3%89SIDENCE+%C3%80+AX-LES-THERMES++%2809110%29,https://www.instagram.com/ll_prestige_immobilier/,5.0,30,27144,Investissement immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12190,pollestres-immo@orange.fr,+33673666008,,,Pollestres Immo,Pollestres Immo,"37 Av. Général de Gaulle, 66000 Perpignan",http://www.pollestresimmo.com/,https://www.facebook.com/Pollestres.Immo66450,https://www.instagram.com/pollestres.immo/,4.6,94,26965,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12191,transaction.tc@century21.fr,,+33468735770,,CENTURY 21 Terres Catalanes Thuir,CENTURY 21 Terres Catalanes Thuir,"10 Pl. Gabriel Peri, 66300 Thuir",https://www.century21terrescatalanes.com/,https://www.facebook.com/Century21France,https://www.instagram.com/century21fr/,4.8,60,27117,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12193,contact@euro-immobilia.fr,,+33468668555,,IMMOBILIA,IMMOBILIA,"ZAC du Mas Balande, Rte d'Elne, 66100 Perpignan",https://www.euro-immobilia.fr/,https://www.facebook.com/immobilia/,https://www.instagram.com/immobilia_/,4.3,11,27144,Promoteur immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12195,accueilcanet@citygest.immo,,+33468518406,,CityGest Perpignan,CityGest Perpignan,"17 Quai Sébastien Vauban, 66000 Perpignan",https://www.citygest.immo/,,,3.8,106,27143,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12197,contact@sai.immo,,+33468549234,,SAI Immobilier,SAI Immobilier,"48 Av. de Prades, 66000 Perpignan",http://www.sai.immo/,https://fr-fr.facebook.com/sai.immo/,https://www.instagram.com/saint.assiscle.immobilier/?hl=fr,3.9,76,26965,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12205,lons@agenceauto.com,,+33384241929,,L'Agence Automobilière de Lons le Saunier,L'Agence Automobilière de Lons le Saunier,,https://agenceauto.com/fr/fr/agences/lons-le-saunier?utm_source=Google%20My%20Business&utm_medium=organic&utm_campaign=gmb,https://www.facebook.com/agenceautomobiliere/,https://www.instagram.com/l_agence_automobiliere/,4.6,217,15375,Vendeur de voitures d'occasion,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12208,e.moreau@ae-immobilier.com,+33603652086,,,AE immobilier,AE immobilier,"215 Rue de la Font aux Daims, 39570 Macornay",https://www.ae-immobilier.com/contact,https://www.facebook.com/profile.php?id=100094747070807,https://www.instagram.com/aeimmobilier/,4.0,1,15375,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12210,julien.allemand@safti.fr,+33674125528,,,Julien ALLEMAND - SAFTI Immobilier - Lons-le-Saunier,Julien ALLEMAND - SAFTI Immobilier - Lons-le-Saunier,,https://www.safti.fr/votre-conseiller-safti/julien-allemand,https://www.facebook.com/profile.php?id=61578293824859,https://www.instagram.com/julien_allemand_immobilier/,,,15375,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12211,conseil@torandell.com,,+33384248584,,CABINET CONSEIL TORANDELL,CABINET CONSEIL TORANDELL,"18 Av. du Stade Municipal, 39000 Lons-le-Saunier",http://www.gestion-de-patrimoine-lons-le-saunier.com/,https://www.facebook.com/TORANDELLCONSEIL/?locale=fr_FR,,5.0,2,15375,Conseil en investissement,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12212,po@espaces-atypiques.com,,+33420983261,,Espaces Atypiques Perpignan - Pyrénées Orientales - Agence immobilière,Espaces Atypiques Perpignan - Pyrénées Orientales - Agence immobilière,"35 Bd Saint-Assiscle, 66000 Perpignan",https://www.espaces-atypiques.com/pyrenees-orientales/?utm_campaign=GoogleMyBusiness&utm_medium=Local&utm_source=Google,https://www.facebook.com/espaces.atypiques,https://www.instagram.com/espaces_atypiques/,4.9,30,26965,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12217,contact@elite.immo,,+33468660808,,ELITE.IMMO Perpignan (Réseau Coccinelle66),ELITE.IMMO Perpignan (Réseau Coccinelle66),"77 Av. Maréchal Joffre, 66000 Perpignan",https://www.elite.immo/,https://www.facebook.com/people/Coccinelle-66/61585426434845/,https://www.instagram.com/coccinelle__66/,5.0,1,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12220,contact@paris-roussillon-immobilier.fr,,+33468541213,,Paris Roussillon Immobilier,Paris Roussillon Immobilier,"5 Rdpt du Parc des Sports, 66000 Perpignan",https://www.paris-roussillon-immobilier.fr/,https://www.facebook.com/sharer/sharer.php?u=https://www.paris-roussillon-immobilier.fr/,,2.4,37,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12223,jeven@meilleursbiens.com,+33787889048,,,Even Immobilier,Even Immobilier,,https://meilleursbiens.com/site/1071-joachim-even,https://www.facebook.com/share/cPH3AxcHwi1oKXmu/?mibextid=LQQJ4d,https://www.instagram.com/joachim.even/profilecard/?igsh=MTloeXI1NGYxa3owdQ==,5.0,7,15375,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12226,contact@3dimmobilier.fr,,+33384449131,,Agence Immobilière Dole | 3D immobilier DOLE,Agence Immobilière Dole | 3D immobilier DOLE,"11 Chem. des Noches, 39100 Dole","https://www.3dimmobilier.fr/immobilier,dole",https://www.facebook.com/Agence3dImmobilier/,,3.0,2,15369,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12227,vincent.guedon@safti.fr,+33785740276,,,Vincent GUEDON - SAFTI Immobilier Perpignan,Vincent GUEDON - SAFTI Immobilier Perpignan,"26 Rue Maurice Garin, 66000 Perpignan",https://www.safti.fr/votre-conseiller-safti/vincent-guedon/162564,https://www.facebook.com/profile.php?id=100083149897351,https://www.instagram.com/safti_vincent_guedon_/,4.9,29,27117,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12238,william.brocard@optimhome.com,+33783408004,,,William BROCARD Conseiller Immobilier Optimhome Lons-le-Saunier,William BROCARD Conseiller Immobilier Optimhome Lons-le-Saunier,,https://william-brocard.optimhome.com/,,,,,15375,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12241,n.ramaux@proprietes-privees.com,+33677515661,,,Nathalie Ramaux immobilier Proprietes Privees,Nathalie Ramaux immobilier Proprietes Privees,,https://www.proprietes-privees.com/negociateur/nathalie.ramaux,https://www.facebook.com/nathalieramauxproprietes.priveeslonslesaunier/,https://www.instagram.com/proprietesprivees_france/,5.0,1,15375,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12244,evelyne@casellas.fr,,+33468342481,,Cabinet Casellas,Cabinet Casellas,"3 Cr François Palmarole, 66000 Perpignan",http://www.casellas.fr/,,,3.8,121,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12246,fabienne.champene@safti.fr,+33682763375,,,Fabienne CHAMPENE SAFTI,Fabienne CHAMPENE SAFTI,,https://www.safti.fr/votre-conseiller-safti/fabienne-champene,https://www.facebook.com/profile.php?id=61579651071184,https://www.instagram.com/fabienne.champene.safti/,,,15375,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12247,commercial@actipro.org,,+33468667118,,Actipro,Actipro,"1 Rue Léon Dieudé, 66000 Perpignan",https://www.actipro.org/,,,4.0,28,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12252,bordeaux@les-villas.fr,+33673802082,,,LES VILLAS - Agence Immobilière - Achat et Vente de Biens haut de gamme - Perpignan,LES VILLAS - Agence Immobilière - Achat et Vente de Biens haut de gamme - Perpignan,"500 Chemin de la Fauceille, 14 Rue Beau de Rochas 6600, 66000 Perpignan",http://www.les-villas.fr/,https://www.facebook.com/lesvillasimmobilier/?locale=fr_FR,https://www.instagram.com/lesvillasimmobilier/,4.8,19,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12259,contact@squarehabitat66.fr,,+33468680022,,Square Habitat Thuir,Square Habitat Thuir,"6 Av. François Mitterand, 66300 Thuir",https://www.squarehabitat.fr/,,,5.0,9,27062,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12260,info@azurcontactimmo.com,,+33492920300,,Azur Contact Immobilier Mougins,Azur Contact Immobilier Mougins,"351 Av. Saint-Basile, 06250 Mougins",http://www.azurcontactimmo.com/,https://www.facebook.com/Azur-Contact-Immobilier-%C3%A0-Mougins-113684780060248/,https://www.instagram.com/azur_contact_immobilier/,4.8,43,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12262,info@agence-mougins.com,+33608337217,,,"L' Agence de Mougins, La Voûte Saint-Pierre, Mme Bénédicte TIRARD","L' Agence de Mougins, La Voûte Saint-Pierre, Mme Bénédicte TIRARD","La Voûte Saint-Pierre, 87 Rue des Isnardons, 06250 Mougins",http://www.agence-mougins.com/,https://www.facebook.com/sharer.php?u=https://www.agence-mougins.com,,4.8,16,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12265,info@forsmanandhey.com,,+33492420619,,Agence immobilière Forsman and Hey Mougins,Agence immobilière Forsman and Hey Mougins,"Tour Center, 799 Av. de Tournamy Entrée B, 06250 Mougins",https://www.forsmanandhey.com/,https://www.facebook.com/forsmanandhey.realestate/,https://www.instagram.com/forsmanandhey/,5.0,19,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12273,827148bc1747312555@320x106.png,,+33465848107,,Luximmo,Luximmo,"16 Imp. Font-Roubert, 06250 Mougins",https://www.luximmo.pro/fr,,,4.8,25,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12276,roussillon@foncia.fr,,+33468351777,,FONCIA | Agence Immobilière | Gestion Locative-Syndic-Location-Location Vacances| Perpignan | Espace Méditérranée,FONCIA | Agence Immobilière | Gestion Locative-Syndic-Location-Location Vacances| Perpignan | Espace Méditérranée,"16 Espa. Méditérranée, 66000 Perpignan",https://fr.foncia.com/agence-immobiliere/perpignan-66/agence-immobiliere/foncia-roussillon-1825,https://www.facebook.com/Foncia,https://www.instagram.com/foncia/,4.0,749,27144,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12278,contact@labelproperties.com,,+33493753064,,Label Properties,Label Properties,"71 Av. de Tournamy, 06250 Mougins",http://www.labelproperties.com/,https://www.facebook.com/labelproperties,https://www.instagram.com/label.properties/,4.9,42,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12279,contact@agencedesarcades.com,,+33497216868,,Agence Des Arcades,Agence Des Arcades,"18 Pl. des Arcades, 06250 Mougins",http://www.agencedesarcades.com/,,,5.0,5,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12280,cote_sud_transaprent_1@320x320.png,+33695160180,,,côté Sud - immobilier,côté Sud - immobilier,"12 Rue Valentin Magnan, 66000 Perpignan",https://www.cotesud-immo.fr/,,,5.0,1,27143,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12281,d89deca81719584033@319x320.webp,,+33492282323,,Bourgeois immobilier,Bourgeois immobilier,"762 Av. de Tournamy, 06250 Mougins",http://www.bourgeois-immo.com/,https://www.facebook.com/profile.php?id=61562183198585,https://www.instagram.com/bourgeois_immobilier_mougins/,4.1,76,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12284,info@fellicimmo.fr,,+33492960369,,AGENCE FELLICIMMO,AGENCE FELLICIMMO,"10 Pl. des Arcades, 06250 Mougins",http://www.fellicimmo.fr/,https://www.facebook.com/fellicimmo/?locale=fr_FR,https://www.instagram.com/fellicimmo_immobilier/,4.3,50,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12287,immoklo@orange.fr,+33610118512,,,Immoklo,Immoklo,"3 Rue des Coteaux, 54180 Heillecourt",http://immoklo.com/,,,4.9,11,20779,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12289,info@royalrealestate.fr,,+33492924964,,Royal Real Estate | Agence Immobilière Mougins,Royal Real Estate | Agence Immobilière Mougins,"424 Av. du Roi, 06250 Mougins",http://royalrealestate.fr/,https://www.facebook.com/RoyalRealEstateOfMougins/?view_public_for=506330162765631,https://www.instagram.com/royalrealestateofmougins/,4.3,21,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12290,a.catalfamo@acimmobilier06.fr,+33651217447,,,AC Immobilier 06,AC Immobilier 06,"540 Chem. de la Plaine, 06250 Mougins",https://acimmobilier06.fr/fr/,https://www.facebook.com/#,https://www.instagram.com/#,5.0,7,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12292,mougins@michaelzingraf.com,,+33492928787,,Michaël Zingraf Real Estate | Agence Immobilière Mougins,Michaël Zingraf Real Estate | Agence Immobilière Mougins,"2 avenue de la Victoire, Place du village, 06250 Mougins",https://www.michaelzingraf.com/fr/agence/michael-zingraf-mougins,https://www.facebook.com/MichaelZingraf,https://instagram.com/michael_zingraf_real_estate/,5.0,3,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12293,mougins@elliman.fr,,+33497973220,,Douglas Elliman Mougins | Agence immobilière de Luxe,Douglas Elliman Mougins | Agence immobilière de Luxe,"1 Rue Honoré Henry, 06250 Mougins",https://www.elliman.fr/agences/agence-immobiliere-luxe-mougins/,https://www.facebook.com/DouglasEllimanFrance,https://www.instagram.com/douglasellimanfrance/,4.3,6,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12296,kaj@easyhomeriviera.com,,+33492925232,,Easy Home Riviera,Easy Home Riviera,"118 Av. de Tournamy, 06250 Mougins",http://www.easyhomeriviera.com/,https://www.facebook.com/easyhomeriviera,https://www.instagram.com/easyhomeriviera,3.9,12,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12297,s.gasparin@immo-reseau.com,+33611668952,,,Steeve GASPARIN Immobilier,Steeve GASPARIN Immobilier,"545 Bd Clément Rebuffel, 06250 Mougins",https://www.immo-reseau.com/conseillers/sgasparin/,https://www.facebook.com/immoreseaufrance/,,,,2014,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12298,contact06@referencefrance.com,,+33493758542,,REFERENCE FRANCE IMMOBILIER 06,REFERENCE FRANCE IMMOBILIER 06,"1870 Rte de la Roquette, 06250 Mougins",http://www.referencefrance.com/,https://www.facebook.com/referencefranceimmobilier,http://www.instagram.com/reference_france_immobilier,4.3,6,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12301,contact@soligny.com,,+33493755770,,Agence Immobilière Soligny à Mougins,Agence Immobilière Soligny à Mougins,"9 Rue de l'Église, 06250 Mougins",http://www.soligny.com/,,,3.5,6,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12302,contact@novazurimmo.com,,+33493336843,,Agence Novazur Immo,Agence Novazur Immo,"799 Av. de Tournamy, 06250 Mougins",https://www.novazurimmo.com/,,,3.2,10,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12304,0516ca3c1766329425@320x213.webp,,+33422326044,,Luxury ByBlue Immobilier Valbonne,Luxury ByBlue Immobilier Valbonne,"1913 Rte de Cannes, 06560 Valbonne",http://www.byblue.com/,,,3.9,15,1968,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12308,sabrina@monsyndicetmoi.fr,,+33422328945,,MON SYNDIC ET MOI,MON SYNDIC ET MOI,"785 Chem. des Campelières, 06250 Mougins",https://www.monsyndicetmoi.fr/,,,4.4,35,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12315,mougins@immopret.fr,,+33972319190,,Immoprêt Mougins (ex Ace Crédit) - courtier en prêt immobilier,Immoprêt Mougins (ex Ace Crédit) - courtier en prêt immobilier,"1209 Chem. des Campelières Burotoroute 2, 06250 Mougins",https://www.immopret.fr/nos-agences/courtier-immobilier-mougins/,https://fr-fr.facebook.com/Immopret/,,5.0,322,2014,Courtier en prêts hypothécaires,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12317,contact@laboure-immobilier.com,,+33492920046,,Eric Labouré immobilier Mougins,Eric Labouré immobilier Mougins,"6 Av. du Maréchal Juin, 06250 Mougins",http://www.laboure-immobilier.com/,https://www.facebook.com/ericlaboureimmobiliercannes,https://www.instagram.com/ericlaboureimmobilier/,5.0,4,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12318,bourg-saint-andeol@squarehabitat.fr,,+33475920808,,Agence immobilière Square Habitat Bourg St Andéol,Agence immobilière Square Habitat Bourg St Andéol,"4 Pl. du Champ de Mars, 07700 Bourg-Saint-Andéol",https://www.squarehabitat.fr/square-habitat-sud-rhone-alpes/nos-agences-immobilieres/ardeche/bourg-saint-andeol-07700/agence/bourg-saint-andeol-square-habitat,,,4.8,48,2345,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12325,info@beauchamp.com,,+33492922369,,Beauchamp Estates Mougins,Beauchamp Estates Mougins,"31 Av. Saint-Basile, 06250 Mougins",https://www.beauchamp.com/fr/agence/beauchamp-estates-mougins/,https://www.facebook.com/beauchampestatesfrance,https://instagram.com/beauchampestatesfrance,5.0,6,2014,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12326,adis@gie-adis.fr,,+33475500935,,Adis,Adis,"Cité de la Rochette, 07700 Bourg-Saint-Andéol",http://www.gie-adis.fr/,https://www.facebook.com/profile.php?id=61553705416166,https://www.instagram.com/groupeadis/ ,3.0,2,2345,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12330,scp.cot-amadei@notaires.fr,,+33475545024,,SCP COT ET VENTRE-AMADEÏ,SCP COT ET VENTRE-AMADEÏ,"28 Av. Félix Chalamel, 07700 Bourg-Saint-Andéol",https://cot-amadei-bourgstandeol.notaires.fr/,https://www.facebook.com/notairesdefrance,https://www.instagram.com/notairesdefrance_/,4.9,28,2345,Notaire,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12336,contact@christinemiranda.com,+33662464892,,,Fabienne HOFER,Fabienne HOFER,,http://www.christinemiranda.com/,https://fr-fr.facebook.com/Miranda.Immobilier/,https://www.instagram.com/challenge/?next=/christinemiranda_immobilier/,,,2345,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12343,sabrina.lonchay@capifrance.fr,+33647643580,,,lonchay sabrina,lonchay sabrina,"673 Chem. de l'Hubac, 06250 Mougins",https://sabrina-lonchay.capifrance.fr/fr,https://www.facebook.com/capifrance,https://www.instagram.com/capifrance/,3.0,4,2014,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12344,contact@rezana-immobilier.com,+33673898410,,,REZANA IMMOBILIER - Immobilier HERICY,REZANA IMMOBILIER - Immobilier HERICY,"25 Rue des Hautes Boulangeres, 77850 Héricy",https://rezana-immobilier.com/,https://www.facebook.com/profile.php?id=100090826343552,https://www.instagram.com/thierryrezana.immobilier/,5.0,19,31211,Agent immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12350,6b6eltmubq40@320x193.webp,,+33475511965,,K2 IMMOBILIER,K2 IMMOBILIER,"16 Rue de la République, 07000 Privas",http://www.k2-immobilier.fr/,https://www.facebook.com/K2IMMO/,https://www.instagram.com/k2_immobilier/,4.4,22,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12351,d861e66e1746437589@1920x743.png,+33686971162,,,Katia Boris - Agent immobilier Privas - Kb Immobilier,Katia Boris - Agent immobilier Privas - Kb Immobilier,"1 Grand Rue, 07000 Privas",https://www.kb-immobilier.fr/,https://www.facebook.com/katia.boris.7,,5.0,50,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12352,contact@privappart.com,+33668506629,,,Priv'Appart,Priv'Appart,"2 Bd des Mobiles, 07000 Privas",http://www.privappart.com/,,,5.0,2,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12355,fouesnant@sixiemeavenue.com,,+33298602929,,Agence Immobilière Sixième Avenue Fouesnant,Agence Immobilière Sixième Avenue Fouesnant,"44 Rue de Cornouaille, 29170 Fouesnant",https://www.sixiemeavenue.com/agences/fouesnant/,https://www.facebook.com/people/Sixi%C3%A8me-Avenue/61576675889876/,https://www.instagram.com/sixiemeavenue.off,4.4,56,10961,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12356,contact@ardechehabitat.fr,,+33475649999,,Ardeche Habitat,Ardeche Habitat,"5 Av. de la Gare BP 105, 07100 Annonay",https://www.ardechehabitat.fr/,,,2.2,20,2329,Office public du logement,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12357,a6adab501773151039@5180x3453.jpg,,+33475657185,,Agence STB Immobilier,Agence STB Immobilier,"1 Rue Hélène Durand, 07000 Privas",https://www.stbimmo.com/,https://www.facebook.com/stbimmo/,https://www.instagram.com/stb.immobilier/,,,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12370,contact@07aasi.fr,,+33475359777,,Agence Ardèche Sud Immobilier,Agence Ardèche Sud Immobilier,"8 Place du Général de Gaulle, 07200 Aubenas",http://www.07aasi.fr/,https://www.facebook.com/07aasi/,,4.4,141,2424,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12376,contact@agence-thomas.fr,,+33426624514,,Agence Thomas Aubenas,Agence Thomas Aubenas,"5 Rue du 4 Septembre, 07200 Aubenas",https://www.agence-thomas.fr/,https://www.facebook.com/AgenceImmobiliereThomas/,https://www.instagram.com/agencethomas/?hl=fr,4.8,48,2424,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12377,cambolesbains@guyhoquet.com,,+33559034379,,Agence immobilière Guy Hoquet CAMBO LES BAINS,Agence immobilière Guy Hoquet CAMBO LES BAINS,"Maison Kiski Enea, 84 Rue des Terrasses, 64250 Cambo-les-Bains",https://cambo-les-bains.guy-hoquet.com/,https://www.facebook.com/tsguyhoquet,,4.9,41,26357,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12386,hello@osaba.immo,,+33559588596,,OSABA Immobilier,OSABA Immobilier,"22 Av. de Navarre, 64250 Cambo-les-Bains",http://www.osaba.immo/,https://www.facebook.com,https://www.instagram.com,4.8,5,26357,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12388,ardechimmo07@orange.fr,+33678626485,,,Ardechimmo By Dr House Immobilier - Agence Pierre François-,Ardechimmo By Dr House Immobilier - Agence Pierre François-,"6 Rte du Puy, 07380 Lalevade-d'Ardèche",http://www.ardechimmo.com/,https://www.facebook.com/DrHouseImmo,https://www.instagram.com/dr_house_immo,4.4,22,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12389,dcp@ladresse.org,+33661081680,,,Maeva Bonaria - Conseillère en immobilier Pays Basque,Maeva Bonaria - Conseillère en immobilier Pays Basque,"34 Rue des Basques, 64250 Cambo-les-Bains",https://www.monprojetladresse.immo/agence-332-7209/,,,5.0,4,26357,Consultant immobilier,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12391,jpinson@jp-immobilier.com,+33680174059,,,Julien Pinson Immobilier & Patrimoine,Julien Pinson Immobilier & Patrimoine,"82 R. de la République, 07130 Saint-Péray",http://www.jp-immobilier.com/,,,5.0,33,2255,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
12392,vbessiere@citya.com,,+33559222324,,Agence Immobilière Anglet - Citya Defoly,Agence Immobilière Anglet - Citya Defoly,"241 Av. de l'Adour, 64600 Anglet",https://www.citya.com/agences-immobilieres/anglet-64600/723,https://www.facebook.com/citya.immobilier/,https://www.instagram.com/citya_immobilier/,3.5,109,26332,Agence immobilière,Agent immobilier,Immo Trust,EMAIL,Exporté depuis Supabase le 2026-06-01
