supabase_id,EMAIL,SMS,TEL,PRENOM,NOM,COMPANY,ADDRESS,WEBSITE_URL,FACEBOOK_URL,INSTAGRAM_URL,AVERAGE_RATE,NUMBER_OF_RATE,CITY_ID,JOB_TITLE,CATEGORIE,PROPRIETAIRE,CANAL_PRINCIPAL,COMMENTAIRE
94,,+33635258744,,,Dct électricité et domotique,Dct électricité et domotique,"21 Rue Delmer, 59242 Templeuve-en-Pévèle",https://www.facebook.com/p/DCT-%C3%A9lectricit%C3%A9-et-domotique-61560277050360/,https://www.facebook.com/p/DCT-&#xe9;lectricit&#xe9;-et-domotique-61560277050360/,,5.0,23,22943,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
98,,+33618636727,,,Meriaux Alexandre,Meriaux Alexandre,"27 Rue du Fayel, 59242 Templeuve-en-Pévèle",,,,,,22943,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
99,,+33630349249,,,GR ELECTRICITE,GR ELECTRICITE,"7 Rue de Surin, 01800 Meximieux",http://www.grelectricite.fr/,,,4.9,27,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
100,,+33652248729,,,EBF,EBF,"13 Rue Laplantaz, 01800 Meximieux",,,,4.9,35,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
102,,+33658688489,,,PV ELEC,PV ELEC,"12 Rue des Vignes, 01800 Meximieux",,,,5.0,3,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
103,,+33609781094,,,Domolec,Domolec,"30 Rue de Vaccares, 01800 Meximieux",,,,5.0,9,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
105,,+33650276765,,,CJ Electricité,CJ Electricité,"42 Chem. de la Chatillonnière, 01800 Villieu-Loyes-Mollon",,,,4.6,9,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
106,,+33660072742,,,TD Rénov,TD Rénov,"10 Rue du Moulin, 01800 Meximieux",https://tdrenovmeximieux.fr/,https://www.facebook.com/profile.php?id=100088227473247,,5.0,13,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
107,,+33619407028,,,LIGHT OHM,LIGHT OHM,"27 Rue du Chai, 01800 Meximieux",,,,5.0,1,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
112,,+33618803959,,,Gauchais Patrice,Gauchais Patrice,"310 Rue Centrale, 01150 Chazey-sur-Ain",http://www.sameli-electricite.fr/?utm_source=gmb,,,5.0,10,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
115,,+33626113506,,,Speed Elec Amberieu,Speed Elec Amberieu,"23 Av. Paul Painlevé, 01500 Ambérieu-en-Bugey",http://www.speed-elec-amberieu.fr/?utm_source=gmb,,,5.0,235,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
117,,+33680459154,,,Vince ELEC SERVICES,Vince ELEC SERVICES,,http://www.vinceelecservices.com/,,,5.0,15,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
118,,+33665794507,,,Elesyc,Elesyc,,https://www.facebook.com/profile.php?id=100078044310838,https://www.facebook.com/people/Elesyc/100078044310838/,,5.0,8,355,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
123,,+33608643370,,,Elec +,Elec +,"3 Rue des Fleurs, 12100 Millau",,,,5.0,7,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
125,,+33608625866,,,Bru Alexandre,Bru Alexandre,"215 Rue du Ravin de Sainte-Marthe, 12100 Millau",,,,5.0,2,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
127,,+33676483176,,,E.K.- Elec MILLAU,E.K.- Elec MILLAU,"805 Rue du Printemps, 12100 Millau",http://www.ekelec.fr/,,,4.3,4,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
132,,+33611662974,,,PAPAIS Électricité Plomberie Sanitaire,PAPAIS Électricité Plomberie Sanitaire,"L'Hôpital du Larzac, 12100 Millau",,,,5.0,1,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
133,,+33681689280,,,ELM' ENERGIES,ELM' ENERGIES,"AV, Av. John F Kennedy, 12100 Millau",,,,4.9,54,4287,Plombier,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
134,,+33780253458,,,SVN Photovoltaique,SVN Photovoltaique,"6 Rue du Dr Dejean, 12100 Millau",,,,5.0,5,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
135,,+33650152759,,,BATI SERVICES 12 MILLAU,BATI SERVICES 12 MILLAU,"17 bis Rue de la Fraternité, 12100 Millau",,,,4.3,3,4287,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
137,,+33782505030,,,MP ELECTRICITE,MP ELECTRICITE,"5 Rue des Oliviers, 11800 Trèbes",https://www.facebook.com/MP-%C3%A9lectricit%C3%A9-540650833014848/,https://www.facebook.com/people/MP-%C3%A9lectricit%C3%A9/100057505986548/,,3.9,7,4049,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
142,,+33681855080,,,CM Constructions - Christian MIMOUN,CM Constructions - Christian MIMOUN,"31 Rue de Bruxelles, 11800 Trèbes",,,,,,4049,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
143,,+33781078653,,,Plombelec 11,Plombelec 11,"2 Rue du Mont Ventoux, 11800 Trèbes",,,,5.0,1,4049,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
145,,+33616188554,,,Hersant Thierry,Hersant Thierry,"1 Rue du N, 34070 Montpellier",https://www.thierry-hersant-electricien.com/?utm_source=gmb,,,4.8,138,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
149,,+33695129951,,,Franck OLIVER ÉLECTRICITÉ MONTPELLIER,Franck OLIVER ÉLECTRICITÉ MONTPELLIER,"55 Rue du Moulin de Sémalen, 34000 Montpellier",,,,4.6,29,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
152,,+33675319117,,,BDE Electricité,BDE Electricité,"530 Rue Raymond Recouly, 34070 Montpellier",http://bde-electricite.com/,https://www.facebook.com/pages/BDE-Electricit%C3%A9/865405240163037?ref=aymt_homepage_panel,https://www.instagram.com/bde_electricite/,4.8,23,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
154,,+33628412427,,,CKR Electricité | Electricien Montpellier Centre,CKR Electricité | Electricien Montpellier Centre,"13 Rue Louis Frédéric Rouquette, 34090 Montpellier",https://www.electricien-montpelllier.fr/,,,4.2,27,13445,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
155,,+33680567719,,,Lez'As Élec Électricien Montpellier,Lez'As Élec Électricien Montpellier,"All. Pierre Carabasse, 34080 Montpellier",https://www.facebook.com/LezAs-Elec-103063548453634,https://www.facebook.com/people/LezAs-Elec/100063497783477/,,5.0,44,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
158,,+33680446069,,,TECHNISUD,TECHNISUD,"2530 Bd Paul Valéry, 34070 Montpellier",http://www.facebook.com/TECHNISUD-726826227477016/?pnref=lhc&utm_source=gmb,https://www.facebook.com/people/TECHNISUD/100047773016117/,,5.0,12,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
159,,+33661806228,,,"Sicardi Électricité - Climatisation, électricité, VMC et IRVE - RGE","Sicardi Électricité - Climatisation, électricité, VMC et IRVE - RGE","6 bis Bd Berthelot BUREAU 3, 34000 Montpellier",https://www.sicardi-electricite.fr/,https://www.facebook.com/sicardi.electricite/,https://www.instagram.com/sicardi_electricite/?igsh=cjFxZDI4bjZ3anFi&#038;utm_sour,5.0,44,13339,Fournisseur de systèmes de climatisation,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
164,,+33631938678,,,FIA ÉLECTRICITÉ,FIA ÉLECTRICITÉ,"7 Rue Fouques, 34000 Montpellier",https://www.facebook.com/profile.php?id=100093543735869&is_tour_completed=true,https://www.facebook.com/people/FIA-%C3%89lectricit%C3%A9/100093543735869/,,5.0,20,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
166,,+33634363687,,,MGLEC Montpellier,MGLEC Montpellier,"87 Av. Jacques Cartier, 34000 Montpellier",https://mglec-montpellier.com/,,,5.0,14,13352,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
167,,+33634202010,,,BERGER électricité,BERGER électricité,,http://www.berger-electricite.fr/?utm_source=gmb,,,5.0,84,13352,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
168,,+33625983218,,,L.ELEC,L.ELEC,"35 Rue du Carignan, 34830 Clapiers",https://www.electriciens-montpellier.com/,,,5.0,17,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
171,,+33647723019,,,SUDELEC,SUDELEC,,http://www.sudelec34.fr/,,,5.0,53,13399,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
172,,+33762874074,,,EGNR34,EGNR34,"1 Rue de la Calade, 34990 Juvignac",https://www.facebook.com/Egnr34-113834336934715/,https://www.facebook.com/egnr34,,5.0,17,13399,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
173,,+33652806907,,,DPT Elec & Clim,DPT Elec & Clim,"20 Rue François Mireur, 34070 Montpellier",https://www.dptelec.fr/?utm_source=GBP&utm_medium=Profile&utm_campaign=GBP+Profile,https://www.facebook.com/dptelec/,,5.0,37,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
175,,+33658682665,,,Redelec34 Electricien Montpellier,Redelec34 Electricien Montpellier,"196 Rue des Escarceliers, 34080 Montpellier",,,,3.8,4,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
176,,+33610611124,,,Aiguelongue Elec & Info,Aiguelongue Elec & Info,"125 Imp. Marcel Cayrol, 34090 Montpellier",,,,5.0,31,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
177,,+33650727321,,,AZ'elec,AZ'elec,"11 Rue Claude François, 34080 Montpellier",,,,4.7,14,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
179,,+33695779601,,,Electricité MATELECT 34,Electricité MATELECT 34,"Residence villa d assas, 457 Av. du Père Soulas, 34090 Montpellier",,,,5.0,3,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
180,,+33769951722,,,Electricité Générale Domotique,Electricité Générale Domotique,"1577 Av. de Maurin, 34070 Montpellier",,,,5.0,8,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
183,,+33610511660,,,T’O COURAN,T’O COURAN,"236 Av. de Lodeve, 34080 Montpellier",,,,5.0,1,13339,Service d'installation électrique,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
184,,+33699688088,,,Regelec 34,Regelec 34,"551 Av. de la Pompignane, 34000 Montpellier",http://www.facebook.com/Regelec-34-406511679730942,https://www.facebook.com/people/Regelec-34/100054297140634/,,,,13121,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
185,,+33637801570,,,CNEG,CNEG,"5 All. Léonie Bras, 34070 Montpellier",https://instagram.com/cneg_electricite,,https://static.cdninstagram.com/rsrc.php/yr/r/rzWiSjZRxk5.webp,5.0,16,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
186,,+33664169934,,,2A ELEC – Électricien à Montpellier,2A ELEC – Électricien à Montpellier,,,,,5.0,10,13399,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
188,,+33625200980,,,E.M.S 34 Électricité Multi-Services,E.M.S 34 Électricité Multi-Services,"Chem. des Joncasses, 34660 Cournonterral",http://www.ems-34.fr/,,,5.0,25,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
189,,+33615244430,,,Projet CNT ÉLECTRICITÉ CLIMATISATION PLOMBERIE,Projet CNT ÉLECTRICITÉ CLIMATISATION PLOMBERIE,"472 Rue de la Jasse de Maurin, 34070 Montpellier",,,,4.9,17,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
192,,+33602409147,,,SSUN ELEC,SSUN ELEC,,https://ssunelec.fr/,,,4.9,18,13363,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
194,,+33658922514,,,DM Electro,DM Electro,"113 Av. du Pirée, 34000 Montpellier",,,,5.0,3,13339,Entreprise d’électronique,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
195,,+33652882928,,,Electricien du Centre,Electricien du Centre,"24 Rue de la Valfere, 34000 Montpellier",,,,4.3,6,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
196,,+33635160974,,,MED’ELEC Electricite Général,MED’ELEC Electricite Général,"7 Imp. des Elegies, 34070 Montpellier",,,,4.3,3,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
198,,+33604915795,,,NOVATEC,NOVATEC,"Le Bel Azur, 723 Av. du Maréchal Leclerc batiment 3, 34000 Montpellier",,,,4.9,9,13339,Entreprise d’électronique,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
199,,+33783955397,,,ELECTRICIEN MONTPELLIER URGENCE KN ELEC,ELECTRICIEN MONTPELLIER URGENCE KN ELEC,"327 Chem. de Moulares, 34000 Montpellier",,,,5.0,2,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
205,,+33658638290,,,IDEELEC – Électricien à Pérols et Montpellier,IDEELEC – Électricien à Pérols et Montpellier,"28 Rue Baudin, 34470 Pérols",,,,5.0,14,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
206,,+33609430390,,,Électricité Auto ARBIEU,Électricité Auto ARBIEU,"10 Rue de Claret, 34070 Montpellier",,,,4.6,48,13339,Électricien automobile,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
210,,+33689838227,,,PORTALES ALAIN,PORTALES ALAIN,"1473 Av. de la Pompignane, 34000 Montpellier",,,,5.0,2,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
211,,+33658790978,,,MTP ELEC,MTP ELEC,"250 Av. du Comté de Nice, 34080 Montpellier",,,,3.0,4,13363,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
212,,+33750850225,,,MS2R MONTPELLIER- ÉLÉCTRICIEN - SERRURIER - FERMETURE IND,MS2R MONTPELLIER- ÉLÉCTRICIEN - SERRURIER - FERMETURE IND,,https://ms2rmulti.fr/,,,5.0,43,13449,Serrurier,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
213,,+33609249527,,,Chaptal Elec,Chaptal Elec,"32 Rue Chaptal, 34000 Montpellier",https://www.chaptal-elec.fr/,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
214,,+33660321850,,,TOVIG,TOVIG,"49 Fbg des Amis, 34400 Saint-Nazaire-de-Pézan",http://www.tovig-electricite.fr/,,,4.7,13,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
215,,+33665383034,,,Lr Elec,Lr Elec,,https://www.facebook.com/LR-ELEC-100396774895539/,https://www.facebook.com/people/LR-ELEC/100066346336976/,,5.0,28,13352,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
216,,+33769582110,,,Mdf Electricité Générale,Mdf Electricité Générale,,https://www.mdf-electricite.fr/,,,5.0,70,13363,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
217,,+33662034440,,,Va et Vient,Va et Vient,"293 Rue du Contrôle, 34670 Baillargues",https://www.electricien-vaetvient.com/,https://www.facebook.com/profile.php?id=100089866883699,,4.7,27,13352,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
218,,+33686923291,,,Gaël C Electricité,Gaël C Electricité,,https://www.facebook.com/p/Gael-C-Electricit%C3%A9-61558657976501/?utm_source=gmb,https://www.facebook.com/p/Gael-C-Electricit&#xe9;-61558657976501/,,5.0,12,13363,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
219,,+33662559755,,,AEG ÉLECTRICITÉ,AEG ÉLECTRICITÉ,"244 Rue de Leyde, 34080 Montpellier",,,,5.0,4,13186,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
222,,+33629023687,,,Serra Electricité Générale,Serra Electricité Générale,"135 Av. de Lodeve, 34080 Montpellier",,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
225,,+33667018616,,,AC ELEC 34,AC ELEC 34,"219 Rue de Saint-Hilaire, 34070 Montpellier",http://acelec34.fr/?utm_source=gmb&utm_medium=referral,,,5.0,1,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
226,,+33650687482,,,Electricité GUARDIOLA,Electricité GUARDIOLA,"229 Rue Georges Seguy, 34080 Montpellier",,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
229,,+33749880509,,,Electricite moderne installation,Electricite moderne installation,"123 Av. de Palavas, 34070 Montpellier",,,,5.0,3,13449,Service d'installation électrique,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
230,,+33616452205,,,ÉLECTRICITÉ GENERALE GENDRE MICHEL,ÉLECTRICITÉ GENERALE GENDRE MICHEL,"38 Rte de Lavérune, 34070 Montpellier",,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
232,,+33621393950,,,"DP34 | Plombier, électricien, chauffagiste - Montpellier","DP34 | Plombier, électricien, chauffagiste - Montpellier","2 Rue des Communautés, 34080 Montpellier",https://dp34.fr/,,,4.9,19,13339,Plombier,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
233,,+33651181790,,,Elf Elec,Elf Elec,"45 Rue de l'Hortus, 34090 Montpellier",,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
234,,+33783535040,,,Urgence Électricien à Montpellier - MTP Services,Urgence Électricien à Montpellier - MTP Services,"776 Av. de la Mer-Raymond Dugrand, 34000 Montpellier",https://urgenceelectricienmontpellier.com/,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
236,,+33688408370,,,JB MTP ELEC,JB MTP ELEC,"702 Rue des Bouissettes, 34070 Montpellier",,,,,,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
237,,+33669192819,,,PRO ELEC,PRO ELEC,"13 Rue du Pila St Gély, 34000 Montpellier",,https://www.facebook.com/PROELEC53,,5.0,2,13339,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
239,,+33685504945,,,Oztos Électricité,Oztos Électricité,"10b Rue de Saint-Morand, 68130 Altkirch",https://oztoselectricite.bolt.host/,,,5.0,17,27702,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
240,,+33683550564,,,NS Électricité,NS Électricité,"28 Rue du Gazon, 68130 Carspach",http://nselectricite.fr/,https://www.facebook.com/profile.php?id=61555837595283,,5.0,8,27702,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
247,,+33633319242,,,WILL ELEC,WILL ELEC,"41 Rue du Général de Gaulle, 70400 Héricourt",http://www.will-elec.fr/,,,4.8,31,24620,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
249,,+33607812666,,,BH Electricité,BH Electricité,,,,,4.8,5,13352,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
254,,+33601805665,,,Fabrice électricien,Fabrice électricien,"Corbière, 30220 Aigues-Mortes",,,,4.0,1,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
255,,+33622707179,,,NM Électricité & Travaux,NM Électricité & Travaux,"85 Chem. d'Esparron, 30220 Aigues-Mortes",,,,,,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
261,,+33663674345,,,Patrick dépannage,Patrick dépannage,"98 Rue des Seinches, 30240 Le Grau-du-Roi",,,,5.0,6,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
262,,+33613271541,,,Reyelec,Reyelec,,,,,5.0,3,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
266,,+33619330038,,,Hom&Lec,Hom&Lec,"143 Imp. les Tamaris, 30220 Saint-Laurent-d'Aigouze",http://facebook.com/HomLec-106006267923676/,https://www.facebook.com/people/HomLec/100026496356577/,,5.0,6,11197,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
269,,+33789206556,,,Fredo électricien Auto,Fredo électricien Auto,"236 Av. Grassion Cibrand, 34130 Mauguio",,,,5.0,40,13109,Électricien automobile,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
273,,+33766534850,,,Optionelect SARL,Optionelect SARL,"All. des Courlis, 34280 La Grande-Motte",http://optionelect.com/,https://www.facebook.com/optionelect/,,5.0,5,11197,Service d'installation électrique,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
275,,+33634434706,,,Ets SEGALAS,Ets SEGALAS,,,,,4.9,30,13449,Électricien,Électricien,Develly,WHATSAPP,Exporté depuis Supabase le 2026-06-01
